name,longitude,latitude,uber_count,avg_price,adj_pop
Grymes Hill,-74.08724819983729,40.624184791313006,113.0,1.6,21147.0
Hamilton Heights,-73.94968791883366,40.823604284811935,7165.0,1.6,49538.0
Hammels,-73.80553002968719,40.58733774018741,241.0,1.75,34264.0
Heartland Village,-74.15902208156602,40.58913894875281,189.0,1.7,30738.0
High  Bridge,-73.92610209358129,40.836623010706056,1505.0,1.7,35786.0
Highland Park,-73.890345709872,40.681998934517296,153.0,1.5,33028.0
Hillcrest,-73.79760300912672,40.723824901829204,1976.0,1.5,32884.0
Hollis,-73.75925009335594,40.71124344191904,398.0,1.55,20508.0
Holliswood,-73.7671416671473,40.7209572076444,0.0,1.6,25770.0
Homecrest,-73.95918459428701,40.598525095137255,3413.0,1.55,44998.0
Howard Beach,-73.83813764600279,40.65422527738487,1226.0,1.9,27134.0
Howland Hook,-74.18622331749823,40.63843283794795,0.0,1.55,3960.0
Hudson Yards,-74.00011136202637,40.75665808227519,78364.0,2.05,62995.0
Huguenot,-74.19174105747814,40.53191192048961,0.0,1.75,27073.0
Hunters Point,-73.95386782130745,40.743414090073536,16384.0,1.85,62610.0
Hunts Point,-73.88331505955291,40.80972987938709,710.0,1.4,26173.0
Inwood,-73.92121042203897,40.86768396449915,3692.0,1.6,47917.0
Jackson Heights,-73.88282109164366,40.75198138007367,8235.0,1.55,110740.0
Jamaica Center,-73.79690165888289,40.70465736068717,3624.0,1.4,52800.0
Jamaica Estates,-73.7872269693666,40.71680483014613,1284.0,1.4,25770.0
Jamaica Hills,-73.79646462081594,40.71145964370482,2339.0,1.45,38907.0
Kensington,-73.98042110559473,40.64238195800353,2635.0,1.65,36914.0
Kew Gardens,-73.82981905825703,40.705179035414794,2700.0,1.45,23583.0
Kew Gardens Hills,-73.82087764933566,40.722578244228046,2053.0,1.6,36766.0
Kingsbridge,-73.90281798724605,40.88168737120521,3379.0,1.85,30016.0
Kingsbridge Heights,-73.90152264513144,40.870392391414704,869.0,1.6,32891.0
Laurelton,-73.74025607989822,40.66788389660247,657.0,1.5,25414.0
Lefrak City,-73.86252471413741,40.7360745708308,0.0,1.35,66740.0
Lenox Hill,-73.9588596881376,40.76811265828733,61981.0,1.7,78702.0
Lighthouse Hill,-74.13792663771568,40.57650629379489,0.0,1.9,30738.0
Lincoln Square,-73.98533777001262,40.773528889421655,60497.0,1.65,58364.0
Lindenwood,-73.84963782402441,40.66391841925139,0.0,1.65,27134.0
Little Italy,-73.99730467208073,40.71932379395907,47186.0,1.35,39749.0
Little Neck,-73.73889775580741,40.7708261928267,0.0,2.0,24548.0
Long Island City,-73.93920223915505,40.75021734610528,21246.0,1.75,20567.0
Longwood,-73.8957882009446,40.81509904545822,623.0,1.55,24639.0
Lower East Side,-73.98089031999291,40.71780674892765,47749.0,1.55,72607.0
Madison,-73.94841515328893,40.60937770113766,1824.0,1.55,38996.0
Malba,-73.8266775713864,40.790601556701475,0.0,1.75,39407.0
Manhattan Beach,-73.94353722891886,40.57791350308657,1128.0,1.95,64557.0
Manhattan Terrace,-73.95743840559939,40.61443251335098,0.0,1.8,52476.0
Manhattan Valley,-73.96428617740655,40.797307041702865,11637.0,1.75,21105.0
Manhattanville,-73.9573853935188,40.81693442949779,3545.0,1.9,23861.0
Manor Heights,-74.12059399718001,40.60180957631444,0.0,1.6,89792.0
Marble Hill,-73.91065965862981,40.87655077879964,603.0,1.6,47917.0
Marine Park,-73.93134404108497,40.60974777989461,2326.0,1.65,44086.0
Mariner's Harbor,-74.15008537046981,40.63254639048112,89.0,1.55,29715.0
Maspeth,-73.8962171362686,40.725427374093606,5098.0,1.45,117255.0
Melrose,-73.90942160757436,40.819754370594936,2663.0,1.6,70035.0
Middle Village,-73.88114319200605,40.71641451115819,2372.0,1.55,37778.0
Midland Beach,-74.09348266303591,40.57352690574281,61.0,1.9,21069.0
Midtown,-73.98166882730305,40.754691102706225,201832.0,1.75,77703.0
Midtown South,-73.98871313285247,40.7485096643122,51954.0,1.75,27219.0
Midwood,-73.95759523489838,40.62559589869843,3700.0,1.55,54138.0
Mill Basin,-73.91515391550405,40.61597423962336,2141.0,1.75,44086.0
Mill Island,-73.90818571777424,40.606336421685626,0.0,1.8,93534.0
Morningside Heights,-73.96389627905332,40.807999738165826,9425.0,1.7,55068.0
Morris Heights,-73.91967159119567,40.847897926062714,1300.0,1.4,54262.0
Morris Park,-73.8504017803042,40.847549063536334,1636.0,1.5,28193.0
Morrisania,-73.90150648943059,40.823591985855344,1269.0,1.65,33830.0
Mott Haven,-73.91609987487574,40.80623874935177,2567.0,1.55,86926.0
Mount Eden,-73.91655551964418,40.84382617671654,0.0,1.4,20384.0
Mount Hope,-73.90829930881988,40.84884160724665,1300.0,1.5,52228.0
Murray Hill,-73.97833207924127,40.748303077252174,59007.0,1.85,101955.0
Neponsit,-73.85754672410826,40.572036730217015,0.0,1.75,2000.0
New Brighton,-74.08701650516626,40.64061455913511,142.0,1.65,50007.0
New Dorp,-74.1164794360638,40.57257231820632,61.0,1.75,21069.0
New Dorp Beach,-74.10432707469124,40.56425549307336,0.0,1.85,5399.0
New Lots,-73.88511776379292,40.66274427969661,0.0,1.35,48038.0
New Springville,-74.16496031329827,40.594252379161695,0.0,1.7,39452.0
Noho,-73.98843368023597,40.72325901885768,0.0,1.95,24189.0
North Corona,-73.85751790676447,40.7540709990489,958.0,1.3,49596.0
North Riverdale,-73.90453054908927,40.90854282950666,3070.0,1.6,27936.0
North Side,-73.95880857587582,40.714822906532014,0.0,1.65,42952.0
Norwood,-73.8793907395681,40.87722415599446,1561.0,1.3,40655.0
Oakland Gardens,-73.75494976234332,40.74561857141855,783.0,1.8,28054.0
Oakwood,-74.12156593771896,40.5584622432888,45.0,1.85,22157.0
Ocean Hill,-73.91306831787395,40.67840255479536,2904.0,1.5,31002.0
Ocean Parkway,-73.96836678035541,40.61305976667942,1464.0,1.5,57342.0
Old Town,-74.08751118005578,40.59632891379513,0.0,1.85,23926.0
Olinville,-73.86332361652777,40.87137078192371,1140.0,1.35,59370.0
Ozone Park,-73.84320266173447,40.680708468265415,1216.0,1.5,21214.0
Paerdegat Basin,-73.90233474295836,40.63131755039667,0.0,1.8,0.0
Park Hill,-74.08015734936295,40.60919044434558,0.0,1.8,17873.0
Park Slope,-73.97705030183924,40.67232052268197,32463.0,1.9,67456.0
Parkchester,-73.85600310535783,40.83793782226729,889.0,1.55,29586.0
Pelham Bay,-73.8320737824047,40.85064140940335,697.0,1.7,26862.0
Pelham Gardens,-73.84161194831223,40.86296562477997,860.0,1.7,28707.0
Pelham Parkway,-73.85475564017999,40.857413498088654,1616.0,1.6,30039.0
Pleasant Plains,-74.21983106616777,40.52469937611813,0.0,1.95,3586.0
Pomonok,-73.80486120040538,40.73493618075478,1976.0,1.6,32884.0
Port Ivory,-74.17464532993542,40.63968297845542,0.0,1.55,29715.0
Port Morris,-73.91322139386133,40.80166362775621,2567.0,1.65,50721.0
Port Richmond,-74.12943426797007,40.63366930554365,58.0,1.4,19117.0
Prince's Bay,-74.20152556457658,40.526264067348116,11.0,1.8,27073.0
Prospect Heights,-73.9648592426269,40.67682226225472,11125.0,1.7,19752.0
Prospect Lefferts Gardens,-73.95489867077713,40.65842001746981,0.0,1.85,68880.0
Prospect Park South,-73.96261316716048,40.647008603185185,0.0,1.85,2852.0
Queens Village,-73.73871484578423,40.718893092167356,1275.0,1.35,55104.0
Queensboro Hill,-73.82580915110559,40.7445723092867,1378.0,1.65,20054.0
Queensbridge,-73.9456307033409,40.75609129709471,1188.0,1.75,20567.0
Randall Manor,-74.09805062373887,40.63563000681151,0.0,1.55,6865.0
Ravenswood,-73.93157506072878,40.761704526054146,1188.0,1.7,20567.0
Red Hook,-74.01275897473559,40.67625323025089,5127.0,1.75,38340.0
Rego Park,-73.85782686905371,40.728974094807356,2670.0,1.75,28832.0
Remsen Village,-73.91665331978048,40.652117451793494,3105.0,1.6,56630.0
Richmond Hill,-73.83183321446889,40.69794731471763,2601.0,1.7,62983.0
Richmond Town,-74.1340572986257,40.56960594275505,0.0,1.85,5337.0
Richmond Valley,-74.22957080626941,40.5195414574891,0.0,2.0,20822.0
Ridgewood,-73.90143517559589,40.708323156138576,5827.0,1.5,69386.0
Riverdale,-73.9125854610857,40.890834493891305,3070.0,1.9,27936.0
Rochdale,-73.77258787620906,40.67521139591733,0.0,1.5,98643.0
Rockaway Beach,-73.82236121088752,40.58280169684559,0.0,1.75,16522.0
Rockaway Park,-73.84153370226186,40.58034295646131,156.0,1.7,27365.0
Roosevelt Island,-73.94916769227953,40.76215960576283,638.0,1.7,78702.0
Rosebank,-74.06980526716141,40.61530494652761,0.0,1.7,25250.0
Rosedale,-73.73526079428278,40.65981643342808,822.0,1.5,25283.0
Rossville,-74.21572851113952,40.54940400650072,5.0,1.5,19829.0
Roxbury,-73.89213760232822,40.56737588957032,0.0,1.7,2502.0
Rugby,-73.92688212616955,40.65557231328077,0.0,1.7,56630.0
Sandy Ground,-74.21776636068567,40.54113992209177,0.0,1.75,0.0
Schuylerville,-73.82620275994074,40.826579516869224,1020.0,1.75,43940.0
Sea Gate,-74.00787311200241,40.57637537890224,0.0,1.5,33116.0
Sheepshead Bay,-73.9431864048298,40.58689012678384,1614.0,1.7,64557.0
Shore Acres,-74.0666776606177,40.60971934079284,0.0,1.8,186.0
Silver Lake,-74.09629029235458,40.61919310792676,0.0,1.75,17154.0
Soho,-74.0006566695976,40.72218384131794,41476.0,1.65,39749.0
Somerville,-73.79664750844047,40.597710615657675,0.0,1.8,12063.0
Soundview,-73.86574609554923,40.821012197914015,1739.0,1.55,87604.0
South Beach,-74.0795529253982,40.58024741350957,157.0,1.85,23926.0
South Jamaica,-73.7904261313554,40.69691125378989,917.0,1.5,37037.0
South Ozone Park,-73.80986478649041,40.66854957767195,2622.0,1.55,77392.0
South Side,-73.95800095153331,40.71086147265064,0.0,1.75,42952.0
Springfield Gardens,-73.76042092682287,40.66623049036858,1744.0,1.5,44965.0
Spuyten Duyvil,-73.91719048210393,40.88139497727086,3379.0,1.9,30016.0
St. Albans,-73.75867603727717,40.6944453852236,0.0,1.45,49319.0
St. George,-74.07935312512797,40.6449815710044,0.0,1.7,32853.0
Stapleton,-74.07790192660066,40.626927625381754,157.0,1.75,25250.0
Starrett City,-73.87936970045875,40.64758905230874,559.0,1.35,13987.0
Steinway,-73.90228960391673,40.7759230156429,9831.0,1.7,50569.0
Stuyvesant Town,-73.97405170469203,40.730999554770605,26956.0,1.8,20074.0
Sunnyside,-73.92691617561577,40.74017628351925,11522.0,1.6,94495.0
Sunnyside Gardens,-73.91819286431682,40.74565180608076,0.0,1.75,7031.0
Sunset Park,-74.01031618527784,40.64510294925429,9439.0,1.8,122421.0
Sutton Place,-73.96355614094303,40.760280331313744,33381.0,1.8,849.0
Throgs Neck,-73.81635002158441,40.815109258040046,0.0,1.75,43940.0
Todt Hill,-74.1113288180088,40.59706851814673,189.0,1.9,30738.0
Tompkinsville,-74.08055351790115,40.637316067110326,0.0,1.6,20348.0
Tottenville,-74.24656934235283,40.50533376115642,8.0,1.9,20822.0
Travis,-74.19073717538116,40.58631375103281,0.0,1.6,39452.0
Tribeca,-74.01068328559087,40.721521967443216,77462.0,2.0,39749.0
Tudor City,-73.97121928722265,40.7469174107402,0.0,1.75,2526.0
Turtle Bay,-73.96770824581834,40.752042369507215,63039.0,1.7,50484.0
Unionport,-73.85053524451935,40.82977429787161,968.0,1.55,26508.0
University Heights,-73.91041596191309,40.85572707719664,1300.0,1.45,54262.0
Upper East Side,-73.96050763135,40.77563857330181,94244.0,1.85,62436.0
Upper West Side,-73.97705923630603,40.787657998534854,62183.0,1.85,134666.0
Utopia,-73.79671678028348,40.733500254297574,0.0,1.65,17592.0
Van Nest,-73.86629918075609,40.84360847124718,1636.0,1.65,28193.0
Vinegar Hill,-73.98111603592393,40.70332149882874,10350.0,2.0,32672.0
Wakefield,-73.84720052054901,40.894705176609996,810.0,1.35,43034.0
Washington Heights,-73.93690027985234,40.851902525553044,18374.0,1.35,159351.0
Weeksville,-73.93053108817337,40.67503986503237,0.0,1.6,45364.0
West Brighton,-74.1071817826561,40.631878926546065,106.0,1.55,50413.0
West Farms,-73.87774474910546,40.839475056726535,789.0,1.65,34777.0
West Village,-74.00617998126813,40.734433935724354,111976.0,1.9,67682.0
Westchester Square,-73.84219407604444,40.8406194964327,0.0,1.6,28193.0
Westerleigh,-74.13304143951704,40.62109047275409,157.0,1.6,23946.0
Whitestone,-73.81420216610863,40.781290766026935,1084.0,1.75,31064.0
Williamsbridge,-73.85744642974205,40.88103887819211,1140.0,1.45,59370.0
Williamsburg,-73.95811529220926,40.707144393442505,72684.0,1.9,32597.0
Willowbrook,-74.13208447484298,40.603706926273716,0.0,1.6,6927.0
Windsor Terrace,-73.98007340430172,40.65694583575104,4733.0,1.75,20884.0
Wingate,-73.93718680559314,40.66094656188111,0.0,1.75,68880.0
Woodhaven,-73.8581104655432,40.68988687915789,2058.0,1.4,55411.0
Woodlawn,-73.86731496814177,40.898272612138044,810.0,1.4,43034.0
Woodrow,-74.20524582480327,40.541967622888755,5.0,1.75,19829.0
Woodside,-73.90184166838284,40.746349088602216,4567.0,1.4,44473.0
Yorkville,-73.94711784471826,40.77592984988488,46819.0,1.8,77355.0
